title,Ingridients,webLink,Images
Roasted beetroot toast,"['4 raw beetroots', '4 tablespoons red wine vinegar', '5 sprigs of fresh thyme', '4 slices of sourdough', '2 tablespoons creamed horseradish', 'a few fresh chives']",https://www.jamieoliver.com/recipes/vegetables-recipes/roasted-beetroot-toast/,https://img.jamieoliver.com/jamieoliver/recipe-database/EsKDpHAf4PV9nnut-M4SFh.jpg?tr=w-330
Spicy corn & chickpea burgers,"['800 g sweet potatoes', '2 teaspoons smoked paprika', 'olive oil', '1 x 400 g tin of chickpeas', '1 x 340 g tin of sweetcorn', '½ a bunch of fresh coriander , (15g)', '½ teaspoon ground coriander', '½ teaspoon ground cumin', '3 heaped tablespoons plain flour , plus extra for dusting', '1 lemon', '1 small round lettuce', '2 large ripe tomatoes', 'tomato ketchup', '4 wholemeal burger buns', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/vegetable-recipes/spicy-corn-chickpea-burgers/,https://img.jamieoliver.com/jamieoliver/recipe-database/81304312.jpg?tr=w-330
Five-spice salmon tacos,"['4 x 125 g salmon fillets, skin on, from sustainable sources', '2-3 teaspoons five spice powder', 'olive oil', '½ a bunch of fresh coriander', '½ a bunch of fresh mint', '150 g plain fat-free yoghurt', '1 cucumber', '2 shallots', '1 fresh red chilli', '1 tablespoon white wine vinegar', '1 pinch of sugar', '4 corn or flour tortillas']",https://www.jamieoliver.com/recipes/fish-recipes/five-spice-salmon-tacos/,https://img.jamieoliver.com/jamieoliver/recipe-database/46260415.jpg?tr=w-330
Festive turkey croque-monsieur,"['40 g unsalted butter', '40 g plain flour', '400 ml milk', '2 tablespoons Dijon mustard', '100 g Stilton', '8 slices of white bread', 'cranberry sauce', '100 g Gruyère cheese', '400 g leftover free-range cooked turkey']",https://www.jamieoliver.com/recipes/turkey-recipes/festive-turkey-croque-monsieur/,https://img.jamieoliver.com/jamieoliver/recipe-database/46259666.jpg?tr=w-330
Quick flatbreads with avocado & feta,"['1 teaspoon cumin seeds', '250 g wholemeal self-raising flour , plus extra for dusting', '¾ teaspoon baking powder', '350 g plain yoghurt', 'olive oil', '2 ripe avocados', '75 g feta cheese', '1 teaspoon rose harissa']",https://www.jamieoliver.com/recipes/bread-recipes/quick-flatbreads-with-avocado-feta/,https://img.jamieoliver.com/jamieoliver/recipe-database/7SK9XjDG4Q-8HxbdlBlJ7C.jpg?tr=w-330
Veggie ‘fish finger’ sandwiches,"['300 g leftover mash , (made with both sweet potato and potato)', '6 spring onions', 'olive oil', '100 g fresh breadcrumbs', '50 g sweetcorn kernels', '50 g fresh peas , (or frozen, defrosted)', '50 g leftover cooked veg , such as broccoli, cauliflower, carrots a few sprigs of parsley', '¼–½ lemon', '4 tablespoons plain flour', '½ teaspoon sweet smoked paprika', '3 large free-range eggs', '1 soft round lettuce', '2 tablespoons free-range mayonnaise', '2 tablespoons greek-style yoghurt', '6 soft bread rolls']",https://www.jamieoliver.com/recipes/vegetables-recipes/veggie-fish-finger-sandwiches/,https://img.jamieoliver.com/jamieoliver/recipe-database/46260083.jpg?tr=w-330
Mexican chicken chilli,"['2 onions', '4 cloves of garlic', '½ a bunch of fresh coriander', '2 free-range chicken breasts', '1 tablespoon olive oil', '1 teaspoon ground cumin', '½ teaspoon ground coriander', '1 whole dried chipotle chilli', '1 pinch of dried chilli flakes', '2 x 400 g tins of chopped tomatoes', '1 x 410 g tin of black beans', '4-6 flour tortillas', '2 gem lettuces', '0% fat Greek–style yoghurt', '1 lime', 'TOMATO SALSA', '1 red pepper', '1 red chilli', '4 ripe tomatoes', '3-4 spring onions', '½ a bunch of fresh coriander', '1 lime']",https://www.jamieoliver.com/recipes/chicken-recipes/mexican-chicken-chilli/,https://img.jamieoliver.com/jamieoliver/recipe-database/46263572.jpg?tr=w-330
Boxing day quesadillas,"['8 soft tortillas', '8 tablespoons quality cranberry sauce', '300 g leftover cooked higher-welfare turkey', '1 x 150 g camembert', 'a few sprigs of fresh thyme']",https://www.jamieoliver.com/recipes/turkey-recipes/boxing-day-quesadillas/,https://img.jamieoliver.com/jamieoliver/recipe-database/46256719.jpg?tr=w-330
Veggie enchiladas,"['2 red or yellow peppers', '2 corn on the cob', 'olive oil', '1 x 400g tin black beans', '½ teaspoon ground cumin', '6 spring onions', '1 fresh red chilli', '1 bunch of fresh coriander , (30g)', '1 lime', '2 cloves of garlic', '1 x 400g tin quality plum tomatoes', '8 small corn tortillas', '70 g mature Cheddar cheese', '40 g feta cheese']",https://www.jamieoliver.com/recipes/vegetables-recipes/veggie-enchiladas/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1577_2_1437662255.jpg?tr=w-330
Cracking chicken burrito,"['4 skinless, boneless free-range chicken thighs', '1 tablespoon sweet smoked paprika', '½ a tablespoon ground cumin', 'olive oil', '2 cloves of garlic', '1 bunch of fresh coriander', '1 x 400 g tin of pinto or black beans', '200 g leftover white or brown rice , chilled', '1 lime', '4 ripe tomatoes', '4 spring onions', '1 little gem lettuce', '4 large flour tortillas', '80 g mature Cheddar cheese', '4 tablespoons Greek yoghurt']",https://www.jamieoliver.com/recipes/chicken-recipes/cracking-chicken-burrito/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1572_2_1437661500.jpg?tr=w-330
Squash it sandwich,"['4 seeded wholegrain rolls', '4 radishes', '5 cm piece of cucumber', '½ a small carrot', '2 cauliflower florets', '½ a small red pepper', '½ a small apple', '1 tablespoon balsamic vinegar', '1 tablespoon extra virgin olive oil', '4 sprigs of fresh soft herbs , such as dill, flat-leaf parsley or basil or 2 sprigs of fresh mint', '1 handful of salad cress or sprouting herbs', '1 handful of freshly podded peas', '1 tablespoon sunflower seeds', '2 tablespoons quality cottage cheese or cream cheese', '2 tablespoons quality houmous']",https://www.jamieoliver.com/recipes/bread-recipes/squash-it-sandwich/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1491_1_1436889915.jpg?tr=w-330
Mexican marinated pork tenderloin,"['500 g piece of higher-welfare pork tenderloin , trimmed', 'olive oil', '18 small corn tortillas', '2 limes', 'MARINADE', '2 red onions', '6 cloves of garlic', '2 dried chipotle chillies', '1 ancho chilli', '½ a bunch of fresh coriander', '1 teaspoon ground cumin', '½ teaspoon sweet smoked paprika', '3 sprigs of fresh thyme', '2 tablespoons red wine vinegar', '1 tablespoon tomato purée', '2 tablespoons dark brown sugar', '½ an orange', 'RAINBOW SALAD', '1 corn on the cob', '¼ of a white cabbage', '2 tablespoon white vinegar', '6 mixed radishes', '2 carrots', '3 little gem hearts', 'AVOCADO SALSA', '2 ripe avocados', '1 fresh green chilli', '2 spring onions', '½ a bunch of fresh coriander', '1 lime', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/pork-recipes/marmexican-marinated-pork-tenderloin/,https://img.jamieoliver.com/jamieoliver/recipe-database/74B9VPWGqs8BGNa_ee3BCy.jpg?tr=w-330
Ultimate bacon sarnies,"[""Jamie's sandwich"", 'white bloomer', '3 rashers of smoked back bacon', 'olive oil', 'brown sauce', ""Pete's sandwich"", 'white tin loaf', '3 rashers of smoked streaky bacon', 'olive oil', 'butter', 'tomato ketchup', 'English mustard', 'green chilli sauce']",https://www.jamieoliver.com/recipes/pork-recipes/ultimate-bacon-sarnies/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1331_1_1434099393.jpg?tr=w-330
Chicken fajitas with guacamole,"['400 g free-range chicken breast strips', 'olive oil', '1 tablespoon sweet smoked paprika', '2 medium red onions', '1 red pepper', '1 yellow pepper', '½ a bunch of fresh coriander , (15g)', '8 corn tortilla wraps', 'Guacamole:', '1 large handful of mixed colour cherry tomatoes', '1 fresh red chilli', 'a few sprigs of coriander', '2 ripe avocados', '1-2 limes', 'To Serve:', 'chunky tomato salsa', 'fat-free natural yoghurt']",https://www.jamieoliver.com/recipes/chicken-recipes/chicken-fajitas-with-guacamole/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1320_5_1411486281.jpg?tr=w-330
Next-level steak & onion sandwich,"['400 g flank skirt steak or bavette', '2 large onions', '20 g unsalted butter', 'olive oil', '70 g dark brown sugar', '125 ml red wine vinegar', '1 ciabatta loaf', 'extra virgin olive oil', 'English mustard , optional', '1 handful of watercress']",https://www.jamieoliver.com/recipes/beef-recipes/next-level-steak-onion-sandwich/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1304_1_1436868285.jpg?tr=w-330
Baleadas,"['500 g plain flour , plus extra for dusting', '1 tablespoon baking powder', 'groundnut oil', '2 cloves of garlic', '2 onions', '1 teaspoon cumin', '2 x 400g tins of kidney beans', '2 tablespoons soured cream', 'white wine vinegar', '1–2 fresh red chillies , to serve', '1 bunch of fresh coriander , (30g), to serve', '1–2 limes , to serve', 'Topping options', '220 g higher-welfare chorizo', '150 g Cheddar cheese', '150 g feta cheese', '2–4 ripe avocados', '4–6 large free-range eggs', 'chilli sauce']",https://www.jamieoliver.com/recipes/pork-recipes/baleadas/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1145_1_1436966371.jpg?tr=w-330
Ultimate quesadillas,"['1 yellow pepper', '1 red pepper', '1 red chilli', '½ a bunch of fresh coriander , (15g)', '120 g Cheddar cheese', '4 large flour tortillas', 'Pineapple salsa', '½ red chilli', '227 g tinned pineapple rings in juice', 'olive oil', '½ teaspoon black mustard seeds', '½ lime', 'Guacamole', '2 ripe avocados', '½ red onion', '1 red chilli', '2 ripe tomatoes', '½ bunch of fresh coriander', '2 limes', 'Dip', '250 g cottage cheese', '½ lime']",https://www.jamieoliver.com/recipes/vegetables-recipes/ultimate-quesadillas/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1137_1_1436958546.jpg?tr=w-330
Rainbow salad wrap,"['2 small raw beetroots , different colours if possible (roughly 150g)', '2 carrots', '150 g white cabbage', '1 pear , firm', '½ a bunch of fresh mint , (15g)', '½ a bunch of fresh flat-leaf parsley , (15g)', '6 small wholemeal tortilla wraps', '50 g feta cheese', 'Dressing:', '5 tablespoons natural yogurt', '½ teaspoon English mustard', '3 teaspoons cider vinegar', '2 tablespoons extra virgin olive oil']",https://www.jamieoliver.com/recipes/vegetables-recipes/rainbow-salad-wrap/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1102_1_1436881017.jpg?tr=w-330
Crunchy carrot pittas,"['6 medium carrots', 'a bunch of fresh coriander', '2 tablespoons sesame seeds', '1 tablespoon poppy seeds', '6 wholemeal pittas', '1 orange', '2 lemons', 'extra virgin olive oil', 'sea salt', 'freshly ground black pepper']",https://www.jamieoliver.com/recipes/vegetables-recipes/crunchy-carrot-pittas/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1059_1_1438877726.jpg?tr=w-330
Dexter Fletcher's party-time Mexican tacos,"['1 x 1.8 kg whole free-range chicken', '4 sprigs of fresh thyme', 'olive oil', '1 lemon', '1 bulb of garlic', '500 g plain flour , plus extra for dusting', '1 cos lettuce', '250 g ripe cherry tomatoes', '2 ripe avocados', '100 g mixed seeds', '200 g feta cheese', 'SALSA', '2 fresh red or green chillies', '500 g tomatillos or green tomatoes', '1 bunch of fresh mint , (30g)', '1 bunch of fresh coriander , (30g)', '2 spring onions', '1 clove of garlic', '2 tablespoons cider vinegar', 'extra virgin olive oil', '1 splash of quality tequila']",https://www.jamieoliver.com/recipes/chicken-recipes/party-time-mexican-tacos/,https://img.jamieoliver.com/jamieoliver/recipe-database/83619441.jpg?tr=w-330
Gennaro’s meatball sandwiches,"['100 g stale ciabatta', '80 g mortadella', '4 cloves of garlic , peeled', '½ a bunch of fresh flat-leaf parsley , leaves picked', '400 g quality beef mince', '400 g higher-welfare pork mince', '2 large free-range eggs', '30 g Parmesan cheese , freshly grated', 'sea salt', 'freshly ground black pepper', 'olive oil', '1 onion , peeled', '½ a fresh red chilli , deseeded', '1 x 450 g jar of roasted red peppers , in brine', '50 ml white wine', '2 x 400 g tins of plum tomatoes', 'balsamic vinegar', '150 g smoked mozzarella', '12 soft bread rolls']",https://www.jamieoliver.com/recipes/beef-recipes/gennaro-s-meatball-sandwiches/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1047_15_1437993937.jpg?tr=w-330
Posh pork kebabs,"['1 x 3 kg higher-welfare boneless pork loin , untied and skin removed', '1 tablespoon fennel seeds', 'olive oil', '6 red onions', '150 ml pomegranate molasses', '150 ml red wine vinegar', '1 iceberg lettuce', '6 ripe beef tomatoes', '1 cucumber', '1 bunch of fresh mint', '32 medium corn tortillas', '1 pomegranate', '1 x 500 ml tub fat-free natural yoghurt', '4 lemons', '1 x 300 g jar of pickled chillies']",https://www.jamieoliver.com/recipes/pork-recipes/posh-pork-kebabs/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1032_2_1438245248.jpg?tr=w-330
Leftover turkey banh mi,"['1 teaspoon low-salt soy sauce', '1 tablespoon white wine vinegar', '4 tablespoons leftover chicken liver pate', 'optional:', '1 fresh red chilli', 'olive oil', '190g leftover cooked turkey , preferably brown meat', '1 lime', '2 tablespoons sweet chilli sauce', '2 medium baguettes', '1 clove of garlic', '3 cm piece of fresh ginger', 'sea salt', 'extra virgin olive oil', '2 tablespoons mayonnaise', '½ a small bunch of fresh coriander', '1 carrot', '½ cucumber', '¼ of a white cabbage', 'sesame oil']",https://www.jamieoliver.com/recipes/turkey-recipes/leftover-turkey-banh-mi/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1028_1_1421669577.jpg?tr=w-330
Cajun rice & barbecue turkey burrito,"['1 red pepper', '2 sticks of celery', '1 fresh red chilli', '6 spring onions', '2 cloves of garlic', '1 bunch of fresh coriander', 'olive oil', 'sea salt', 'freshly ground black pepper', '1 x 250 g pack of Uncle Ben’s pre-cooked wholegrain rice', '1 lemon , zest and juice of', '250 g leftover cooked turkey', '3 heaped tablespoons quality barbecue sauce', '4 large flour tortillas', '30 g feta cheese', 'low-fat natural yoghurt , to serve', 'Cholula hot chilli sauce , to serve']",https://www.jamieoliver.com/recipes/rice-recipes/cajun-rice-barbecue-turkey-burrito/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/978_6_1442240183.jpg?tr=w-330
The best fish baps,"['BAPS', '4 nice soft wholewheat baps', '4 large (halved) or 8 small (roughly 480g in total) flat-fish fillets, such as plaice, lemon sole, megrim, dab , skin off, pin-boned, from sustainable sources', '1 pinch of cayenne pepper', '½ a a mug of plain flour', 'olive oil', '25 g Parmesan cheese', '1 punnet of cress', '1 lemon', 'PEAS', '1 medium potato', '500 g frozen peas', '½ a a bunch of fresh mint', 'SAUCE', '6 cornichons', '1 tablespoon baby capers', '1 little gem lettuce', '250 g fat-free natural yoghurt', '¼ of a bunch of fresh flat-leaf parsley', '1 lemon']",https://www.jamieoliver.com/recipes/fish-recipes/the-best-fish-baps-with-mushy-peas-tartare-sauce/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/852_1_1436957241.jpg?tr=w-330
Ultimate pork tacos,"['PORK', '350 g skinless higher-welfare pork belly', '1 heaped teaspoon fennel seeds', '1 heaped teaspoon sweet smoked paprika', 'BEANS', 'olive oil', '1 good pinch of cumin seeds', '3 spring onions', '2 cloves of garlic', '1 x 400 g tin of black beans', 'SALAD', '1 fresh red or green chilli', '2 little gem lettuces', '½ a bunch of fresh coriander', '1 ripe avocado', '1 large ripe tomato', '1 eating apple', 'low-salt soy sauce', 'extra virgin olive oil', '1 lime', 'TO SERVE', ""Lingham's chilli sauce"", '4 tablespoons fat-free natural yoghurt', '8 corn taco shells']",https://www.jamieoliver.com/recipes/pork-recipes/ultimate-pork-tacos-with-spicy-black-beans-avocado-green-salad/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/851_1_1436958887.jpg?tr=w-330
Steak & guacamole wrap,"['1 large handful of shiitake mushrooms , optional', '560 g piece of rib-eye steak , fat removed', '1 teaspoon dried oregano', '1 tablespoon sweet smoked paprika', '4 flour tortillas', '4 tablespoons fat-free natural yoghurt', '1-2 fresh red chillies , optional', 'GUACAMOLE', '2 ripe avocados', '2 ripe tomatoes', '1 clove of garlic', '4 pinches of ground cumin', '2 spring onions , trimmed and sliced', '½ a bunch of fresh coriander', '1 lime']",https://www.jamieoliver.com/recipes/beef-recipes/steak-and-guacamole-wrap/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/803_1_1436890092.jpg?tr=w-330
The best chorizo sandwich,"['1 fresh red chilli', '4 ripe plum tomatoes', 'extra virgin olive oil', '1 x 400g tin of chickpeas', '½ a lemon', '3 medium quality iberico chorizo sausages', '4 bread rolls', '1 handful of wild rocket']",https://www.jamieoliver.com/recipes/pork-recipes/the-best-chorizo-sandwich/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/690_1_1439309296.jpg?tr=w-330
Wicked chicken with coleslaw,"['4 higher-welfare chicken thighs', '1 lemon', '1 red chilli , halved, deseeded and thinly sliced', '2 cloves garlic , crushed', 'sea salt', 'freshly ground black pepper', '4 fresh rolls , halved', 'For the coleslaw', '2 carrots', '1 small white cabbage , outer leaves torn off, cut into 4 wedges', '1 small onion , peeled and very finely sliced', '2 tablespoons fat-free natural yoghurt', '1 tablespoon grainy mustard', 'sea salt', 'freshly ground black pepper', '1 handful rocket']",https://www.jamieoliver.com/recipes/chicken-recipes/wicked-chicken-with-coleslaw/,https://img.jamieoliver.com/jamieoliver/recipe-database/EjrHn9704uT8VmzWbuQQW5.jpg?tr=w-330
Reuben-ish sandwich,"['2 big slices rye bread , 1cm in size', 'low fat mayonnaise', '3 heaped tablespoons sauerkraut', '1 fresh red chilli , deseeded and finely sliced', '3 slices pastrami', 'a few gherkins', '60 g Swiss cheese', '1 handful watercress leaves , to serve']",https://www.jamieoliver.com/recipes/beef-recipes/reuben-ish-sandwich/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/441_1_1421669608.jpg?tr=w-330
Gorditas & salsa,"['700 ml hot water', 'plain flour , for dusting', 'olive oil', 'For the salsa', '1 red apple , halved and cored', '3 large ripe tomatoes , quartered and deseeded', '2 spring onions , trimmed', '1 red chilli , deseeded', '1 small bunch fresh coriander', '1 tablespoon pumpkin seeds', '1 tablespoon sunflower seeds', '1 lime', 'sea salt', 'freshly ground black pepper', 'To serve', '200 g Don Francisco Mexican cheese, or feta', '1 fresh red chilli , very finely sliced, optional', '1 lime , cut into wedges', 'For the gorditas', '500 g fine cornmeal or masa harina', '½ level teaspoon sea salt', '1 heaped teaspoon baking powder']",https://www.jamieoliver.com/recipes/vegetables-recipes/gorditas-salsa/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/234_1_1436799235.jpg?tr=w-330
Flying Steak Sandwich,"['2 red onions , peeled and finely sliced', 'olive oil', '1 teaspoon soft brown sugar', '2 sprigs fresh thyme , leaves picked', '4 tablespoons red wine vinegar', '1 ciabatta loaf', '2 sprigs fresh rosemary , leaves picked', '4 pigeon breasts , skin on', '1 whole nutmeg , for grating', '2 bay leaves', 'Worcestershire sauce', 'English mustard , to serve', '1 large handful watercress , to serve', 'cottage cheese , to serve']",https://www.jamieoliver.com/recipes/game-recipes/flying-steak-sandwich/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/213_1_1436794337.jpg?tr=w-330
Festive fiesta tacos,"['1 teaspoon sweet smoked paprika', '1 teaspoon fennel seeds', '200 g higher-welfare pork belly , skin off and cut into 1cm dice', 'olive oil', '1 ripe avocado , halved and destoned', '2 large ripe tomatoes', '1 fresh red chilli', '200 g tinned haricot beans , drained, optional', '2 limes', 'sea salt', 'freshly ground black pepper', '1 teaspoon runny honey', '6 taco shells', '½ bunch fresh coriander , leaves picked and chopped', '1 lime', '1 teaspoon runny honey', 'fat-free natural yoghurt , to serve']",https://www.jamieoliver.com/recipes/pork-recipes/festive-fiesta-tacos/,https://img.jamieoliver.com/jamieoliver/recipe-database/118281619.jpg?tr=w-330
Fantastic fish finger buttie,"['4 fish fingers', 'butter', '2 slices white bread , or 1 roll', 'tomato ketchup']",https://www.jamieoliver.com/recipes/fish-recipes/fantastic-fish-finger-buttie/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/198_30_1438961033.jpg?tr=w-330
Crispy Peking duck in pancakes,"['1.2 kg duck', 'salt', 'five-spice', 'fresh ginger', '10-12 destoned plums', '5 tablespoons sugar', '2 pinches five-spice', '2 tablespoons soy sauce', '½ teaspoon chilli powder', 'grated orange zest', '½ cucumber', '1 bunch spring onions', '2 packs pre-made pancakes']",https://www.jamieoliver.com/recipes/duck-recipes/crispy-peking-duck-in-pancakes/,https://img.jamieoliver.com/jamieoliver/recipe-database/106350187.jpg?tr=w-330
Cool Mexican bean wraps,"['1 onion', '1 red pepper', '60 g Cheddar cheese', 'olive oil', '1 clove of garlic', '1 teaspoon chilli powder', '1 teaspoon tomato purée', '400 g tin of plum tomatoes', '400 g tin of red kidney beans', '4 large flour tortillas', '2 large handfuls of mixed salad leaves']",https://www.jamieoliver.com/recipes/vegetables-recipes/cool-mexican-bean-wraps/,https://img.jamieoliver.com/jamieoliver/recipe-database/6_ymmMYBagEAp6k56Z7JI9.jpg?tr=w-330
Chicken fajitas,"['1 red pepper', '1 medium red onion', '2 skinless free-range chicken breasts', '1 teaspoon smoked paprika', '1 small pinch of ground cumin', '2 limes', 'olive oil', '4 small flour tortillas , or 2 large', '150 ml fat-free natural yoghurt', '50 g Cheddar cheese', 'SALSA', '½-1 fresh red chilli , to your taste', '15 ripe cherry tomatoes', '1 bunch fresh coriander , (30g)', '1 lime', 'extra virgin olive oil', 'GUACAMOLE', '1 small handful of mixed-colour rip cherry tomatoes', '½-1 fresh red chilli', 'a few sprigs of fresh coriander', '1 ripe avocado', '1 lime']",https://www.jamieoliver.com/recipes/chicken-recipes/chicken-fajitas-with-homemade-guacamole-and-salsa/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/127_1_1436539538.jpg?tr=w-330
Tasty fish tacos,"['100 g plain wholemeal flour', '2 ripe kiwi fruit', '4 spring onions', '1 fresh jalapeño or green chilli', '1 bunch of fresh coriander , (30g)', '2 limes', 'Tabasco chipotle sauce', '¼ of a small red cabbage , (150g)', '1 tablespoon red wine vinegar', '½ an orange', '1 red or yellow pepper', '2 x 120g fillets of firm white fish, such as haddock, skin on, scaled and pin-boned, from sustainable sources', 'olive oil', '2 tablespoons natural yoghurt']",https://www.jamieoliver.com/recipes/fish-recipes/tasty-fish-tacos/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1596_9_1439906088.jpg?tr=w-330
